,"{verb=""CONNECT""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}"
2023-12-21 08:13:56,0.09883333333333333,0.0495,0.04950000000000001,0.057499999999999704,0.08249999999999996,0.0495
2023-12-21 08:14:56,0.5349999999999996,0.04950000000000001,,0.0495,0.0915185185185185,0.0495
2023-12-21 08:15:56,0.19833333333333333,0.0495,,0.049499999999999995,0.08207692307692316,0.0495
2023-12-21 08:16:56,0.19833333333333333,0.0495,0.04950000000000001,0.04950000000000001,0.07816666666666675,0.04963561643835617
2023-12-21 08:17:56,0.5595294117647058,0.0495,,0.04950000000000001,0.09286956521739133,0.04963711911357341
2023-12-21 08:18:56,0.0495,0.04950000000000001,,0.0495,0.060500000000000276,0.0495
2023-12-21 08:19:56,0.1955,0.04950000000000001,0.049499999999999995,0.0495,0.0495,0.0495
2023-12-21 08:20:56,0.5793333333333331,0.04961511627906977,0.04950000000000001,0.04950000000000001,0.0495,1.025624999999998
2023-12-21 08:21:56,0.19700000000000004,0.049499999999999995,,0.04950000000000001,0.0495,0.0495
2023-12-21 08:22:56,0.510823529411766,0.04950000000000001,0.04950000000000001,0.04950000000000001,0.049499999999999995,0.049499999999999995
2023-12-21 08:23:56,0.19979938587512794,0.0495,0.04950000000000001,0.06550000000000038,0.0495,0.049499999999999995
2023-12-21 08:24:56,0.30250000000000044,0.0495,0.04950000000000001,0.0495,0.0495,0.049628906249999986
2023-12-21 08:25:56,0.19775,0.0495,0.09818965517241379,0.049499999999999995,0.0495,0.0495
2023-12-21 08:26:56,0.19883333333333333,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 08:27:56,0.19700000000000004,0.0495,,0.04950000000000001,0.0495,0.04950000000000001
