,"{resource=""apiServerIPInfo""}","{resource=""clusterrolebindings.rbac.authorization.k8s.io""}","{resource=""clusterroles.rbac.authorization.k8s.io""}","{resource=""configmaps""}","{resource=""daemonsets.apps""}","{resource=""deployments.apps""}","{resource=""endpoints""}","{resource=""events""}","{resource=""mutatingwebhookconfigurations.admissionregistration.k8s.io""}","{resource=""namespaces""}","{resource=""nodes""}","{resource=""poddisruptionbudgets.policy""}","{resource=""pods""}","{resource=""replicasets.apps""}","{resource=""secrets""}","{resource=""services""}","{resource=""validatingwebhookconfigurations.admissionregistration.k8s.io""}"
2023-12-21 08:01:56,0.08888888888888888,,,0.4888888888888889,0.4,0.26666666666666666,0.08888888888888888,,,0.4,,0.13333333333333333,112.7111111111111,0.4,0.3555555555555555,0.3555555555555555,
2023-12-21 08:02:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:03:56,0.08888888888888888,,,0.24444444444444444,0.2,0.13333333333333333,0.04444444444444444,,,0.2,,0.06666666666666667,56.35555555555555,0.2,0.17777777777777776,0.04444444444444444,
2023-12-21 08:04:56,0.08888888888888888,,,,,,,,,,,,,,0.17777777777777776,0.26666666666666666,
2023-12-21 08:05:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:06:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:07:56,0.08888888888888888,,,,,,,,,,,,,,,0.26666666666666666,
2023-12-21 08:08:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:09:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:10:56,0.08888888888888888,,,0.24444444444444444,0.2,0.13333333333333333,0.04444444444444444,,,0.2,,0.06666666666666667,56.35555555555555,0.2,0.17777777777777776,0.31111111111111106,
2023-12-21 08:11:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:12:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:13:56,0.08888888888888888,,,,,,,,,,,,,,,0.26666666666666666,
2023-12-21 08:14:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:15:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:16:56,0.08888888888888888,,,,,,,,,,,,,,,0.26666666666666666,
2023-12-21 08:17:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:18:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:19:56,0.08888888888888888,,1.8666666666666667,,,,,,,,,,,,0.3555555555555555,0.26666666666666666,
2023-12-21 08:20:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:21:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:22:56,0.08888888888888888,,,,,,,,,,,,,,,0.26666666666666666,
2023-12-21 08:23:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:24:56,0.08888888888888888,1.5777777777777777,,,,,,,,,,,,,0.17777777777777776,,
2023-12-21 08:25:56,0.08888888888888888,,,,,,,2305.9333333333334,,,,,,,,0.26666666666666666,
2023-12-21 08:26:56,0.08888888888888888,,,,,,,,,,,,,,,,
2023-12-21 08:27:56,0.08888888888888888,,,,,,,,,,,,,,,,
